ArchetypeName, PositionX, PositionY, PositionZ, RotationX, RotationY, RotationZ, RotationW, YmapFile
prop_tree_birch_03, -661.6982, 686.434753, 152.338562, 0, 0, 0.9976885, -0.06795402, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_09c_critical_0.ymap
prop_tree_birch_03, -641.4341, 673.916443, 149.2268, 0, 0, -0.5839841, 0.811765134, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_09c_critical_0.ymap
prop_tree_birch_03, -665.5352, 660.5213, 150.722672, 0, 0, 0.7543758, 0.6564428, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_09c_critical_0.ymap
prop_tree_birch_03, -671.3354, 686.4832, 152.338562, 0, 0, 0.927367568, 0.374151856, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_09c_critical_0.ymap
prop_tree_birch_03, -640.3158, 679.2695, 149.2268, 0, 0, -0.17332609, 0.9848645, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_09c_critical_0.ymap
prop_tree_birch_03, -645.083252, 657.4749, 149.253769, 0, 0, -0.5839841, 0.811765134, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_09c_critical_0.ymap
prop_tree_birch_03, -669.0372, 688.372437, 152.338562, 0, 0, 0.679066241, 0.7340771, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_09c_critical_0.ymap
prop_tree_birch_03, -669.1502, 675.7558, 152.731888, 0, 0, 0.7543758, 0.6564428, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_09c_critical_0.ymap
prop_tree_birch_03, -666.3384, 674.8698, 152.718643, -0.0100989956, -0.06471298, 0.415816844, 0.907086849, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_09c_critical_0.ymap
prop_tree_birch_03, -632.3459, 645.704956, 148.760483, -0.0246320087, 0.00461600162, -0.5550262, 0.8314553, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_09c_critical_0.ymap
prop_tree_birch_03, -631.803345, 648.622253, 148.779388, 0.0116029968, 0.0149569949, 0.159874961, 0.986955762, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_09c_critical_0.ymap
prop_joshua_tree_01a, -605.096252, 627.4457, 150.480835, 0.0543440245, -0.007010004, 0.737987339, -0.6725864, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_09c_long_0.ymap
prop_joshua_tree_01a, -628.468933, 636.186157, 150.702484, -0.0398979932, 0.0176299978, 0.6982419, 0.7145318, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_09c_long_0.ymap
prop_joshua_tree_01a, -555.3934, 576.0197, 112.04184, 0.0176170133, 0.059057042, 0.893348634, 0.445118338, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_09c_long_0.ymap
prop_joshua_tree_01a, -545.094543, 631.666, 136.555725, 0.0269429982, 0.0554269962, 0.9536119, 0.294662982, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_09c_long_0.ymap
prop_joshua_tree_01a, -538.2986, 625.491638, 136.670563, 0.060898982, 0.009456997, 0.301482916, 0.951477766, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_09c_long_0.ymap
prop_plant_palm_01b, -694.1776, 592.3476, 142.460159, 0, 0, 0, 1, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_09c_strm_0.ymap
prop_plant_palm_01b, -550.83, 572.48114, 112.047974, 4.59999974E-05, 0.000308999966, -0.337638, 0.941276, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_09c_strm_1.ymap
prop_plant_palm_01b, -548.197, 559.6957, 111.529739, 3.899998E-05, 0.000309999828, -0.359962821, 0.9329666, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_09c_strm_1.ymap
prop_bush_lrg_04b, -1264.478, 714.1891, 160.225586, 0, 0, -0.08657, 0.9962458, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1117.86365, 908.2603, 180.449829, -0.206529066, -0.0463710167, -0.214108065, 0.953600168, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1085.02332, 927.8863, 174.473633, 0.100379042, 0.1982711, 0.8698684, -0.4403882, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1163.7782, 890.1773, 185.436508, -0.193075985, -0.03545, -0.177075, 0.9644218, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1075.154, 957.1213, 166.429932, -0.00200299942, 0.13067399, 0.9913069, 0.0151959974, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1045.91785, 1040.82654, 168.754242, 0, 0, -0.304895, 0.952385962, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1054.15613, 1142.10449, 207.727112, -0.287899852, 0.0376379825, 0.124045931, 0.9488465, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1050.41833, 1104.15576, 182.259888, -0.243811935, 0.0135459974, 0.053792987, 0.9682348, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -988.769531, 1133.86865, 201.935272, -0.375944823, 0.0294619855, 0.0723599643, 0.9233426, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -973.2397, 1059.742, 186.542236, 0.0277239922, 0.00108699931, 0.877202749, 0.4793179, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -940.0438, 1083.67383, 209.667969, -0.246630028, 0.08620701, 0.318505019, 0.911206067, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -993.982056, 986.1236, 169.228333, -0.173453078, 0.171071082, 0.6810434, 0.690528, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -973.862061, 1001.25073, 182.718109, -0.004399998, 0.08065598, 0.5054889, 0.859043837, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1091.48743, 1074.28, 189.460083, -0.321747124, -0.04352101, -0.126781046, 0.937289357, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1125.911, 975.9561, 193.650146, -0.24573797, -0.196647972, -0.5930529, 0.741100967, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -912.566162, 928.533, 205.773682, -0.013356, 0.004005, 0.700432, 0.713582933, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -895.5334, 924.482239, 213.906174, -0.06808203, 0.0145880068, 0.0286190137, 0.997162461, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_rus_olive, -1332.3324, 707.252, 176.9059, 0.0942559838, -0.25930196, 0.9611679, 0.00588299846, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1551.07983, 457.303925, 113.944382, -0.126972049, -0.103024036, 0.7776103, 0.607113242, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1516.105, 473.46228, 121.456665, -0.0311659928, -0.0551049858, 0.110303968, 0.9918796, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -1541.132, 558.9795, 142.83754, -0.0491569936, -0.09736198, 0.926689863, 0.359652966, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -1537.50427, 712.1163, 202.955933, 0.0105480049, 0.05310802, 0.361637145, 0.9307453, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -1537.33081, 664.7488, 183.239441, -0.055829, -0.093696, 0.899344, 0.42342, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -1537.46436, 676.9784, 188.235367, 0.012191996, -0.224630937, 0.969272733, -0.09951197, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -1539.16187, 679.0409, 189.5659, -0.07125102, -0.0825780258, 0.8121553, 0.5731562, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -1534.97083, 690.244751, 194.174011, -0.0754750147, -0.07873602, 0.7810452, 0.6148761, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -1286.79675, 719.2847, 171.289368, 0.0108539965, -0.108525969, 0.9748036, -0.194581941, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -1288.66, 721.8575, 175.6843, -0.02409001, -0.135826051, 0.974482358, 0.17707406, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -1291.67017, 728.523865, 178.453979, 0.0605340078, -0.09072701, 0.7693501, -0.629448056, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_rus_olive, -1320.59839, 716.9304, 179.391, -0.0126550058, -0.148057073, 0.9666464, -0.208600089, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_rus_olive, -1310.37085, 762.788269, 185.824615, -0.155202061, -0.0251030065, 0.7972653, -0.5827952, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_rus_olive, -1360.35864, 712.309265, 182.22081, -0.0126550058, -0.148057073, 0.9666464, -0.208600089, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_rus_olive, -1342.721, 702.3214, 177.282623, 0.07518801, 0.0748430043, -0.7014941, 0.704735, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -1374.82141, 681.9301, 171.471741, -0.0119469976, -0.108410969, 0.993957758, 0.0123429969, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -1308.224, 764.4793, 186.028763, -0.073981, 0.080141, -0.661411, 0.742051065, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -1294.5238, 785.2753, 187.276489, 0.0182380043, 0.009048002, -0.08345102, 0.996303856, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -1397.77307, 682.611755, 171.358658, -0.0114259981, -0.153872967, 0.985822737, -0.0659259856, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -1132.57019, 998.5948, 201.306549, 0.0009969997, -0.05742798, 0.8780488, 0.475111842, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -1074.15039, 1006.58337, 180.782684, -0.043120984, -0.10018196, 0.946917653, 0.302408874, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -1134.49817, 1004.62524, 201.931152, 0.013997999, -0.0503869951, 0.877937853, 0.475909978, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -925.7961, 965.2548, 213.5315, -0.09604198, 0.05168799, -0.3837879, 0.916957557, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -949.062744, 957.0763, 204.185577, -0.107504964, -0.0183979925, 0.262106925, 0.9588556, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -941.763062, 1043.041, 211.87381, -0.214225844, 0.1351719, 0.8151645, 0.5209057, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -1022.6886, 1157.43677, 215.539749, -0.0305719953, -0.04993399, 0.8513878, -0.5212589, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -1073.07385, 1128.68115, 201.964828, -0.09867799, -0.046459, 0.508816957, 0.8539377, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -1021.4137, 974.018555, 162.586334, -0.017319005, 0.07605102, 0.50052017, 0.862204134, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -894.5861, 979.3267, 226.229309, -0.08359102, -0.0696010143, 0.7449162, -0.6582312, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1121.56213, 806.9991, 165.475342, 0, 0, 0.571031332, 0.8209283, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1388.86658, 648.459167, 144.831879, -0.09280699, -0.197293967, 0.485597938, 0.846555769, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_eng_oak_01, -1316.25964, 637.443054, 137.3916, 0, 0, -0.3551262, 0.9348184, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1202.91638, 745.1366, 171.77948, -0.0592709929, -0.177944973, 0.4930169, 0.849562764, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1264.829, 665.319458, 146.2302, -0.0723180249, -0.161543056, 0.489069164, 0.854099154, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -791.225464, 838.6243, 204.404343, 0, 0, 0.9863711, -0.164536014, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_eng_oak_01, -817.270142, 836.488831, 201.179886, 0, 0, 0, 1, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_oak_01, -775.5469, 894.2896, 202.407578, 0, 0, -0.130525991, 0.9914449, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_oak_01, -859.0707, 876.4036, 200.350342, 0, 0, 0.2133481, 0.9769763, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_oak_01, -874.3547, 834.449158, 200.906372, -0.05348101, -0.0232460015, 0.9155501, -0.397954047, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -745.1241, 912.950256, 223.450928, 0, 0, 0.9410139, 0.338367969, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_eng_oak_01, -1481.07129, 880.0977, 182.045074, 0, 0, -0.216439977, 0.976295948, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_eng_oak_01, -1555.64221, 874.047363, 180.352463, 0, 0, 0.0174529981, 0.9998477, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_oak_01, -1499.36194, 901.2935, 180.698914, 0, 0, 0.9771261, -0.212661043, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_eng_oak_01, -1581.01709, 821.780457, 184.927155, 0, 0, -0.216439977, 0.976295948, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_eng_oak_01, -1552.88525, 785.5176, 187.183884, 0, 0, 0.8415696, -0.540148735, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_oak_01, -1527.83313, 872.9415, 180.774048, 0, 0, 0.9999698, -0.0077799987, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_eng_oak_01, -1499.73193, 881.915039, 181.350021, -0.03430399, 0.0262479912, 0.7934477, -0.607103765, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_oak_01, -1534.23389, 819.8775, 180.622238, 0, 0, 0.155003, 0.987914, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_eng_oak_01, -1488.681, 758.432556, 186.535431, 0, 0, -0.588937044, 0.808178961, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1524.08582, 739.3288, 193.428055, 0, 0, -0.40005514, 0.9164911, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1572.39722, 743.3011, 193.194031, 0, 0, -0.588937044, 0.808178961, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_eng_oak_01, -1457.32507, 815.9634, 183.193481, 0, 0, -0.588937044, 0.808178961, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1446.11182, 777.7505, 184.6835, 0, 0, -0.588937044, 0.808178961, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1514.28125, 519.195435, 118.5681, 0.07169, -0.0228, 0.517937958, 0.8521039, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_eng_oak_01, -1494.95264, 555.918335, 117.340416, 0, 0, 0.483308136, 0.8754503, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1474.81812, 531.131531, 117.252426, 0.04954602, -0.03640601, 0.921346366, -0.3838502, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -939.4403, 848.4003, 184.506134, 0, 0, 0.9601024, 0.279649079, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_bush_lrg_04b, -1177.05, 907.953857, 191.986084, 0.151910976, 0.08719098, 0.9337268, -0.312209934, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_oak_01, -1491.338, 799.424866, 180.854324, 0, 0, 0.370851129, 0.928692341, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_birch_03b, -1484.91333, 833.5036, 180.447037, 0, 0, 0.6130411, 0.790051043, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_eng_oak_01, -1144.8335, 777.0285, 158.813721, 0, 0, -0.3551262, 0.9348184, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_tree_eng_oak_01, -1433.806, 732.7919, 178.23996, -0.0449460037, 0.009964001, -0.216210008, 0.9752609, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_critical_0.ymap
prop_palm_med_01b, -941.1615, 842.662, 184.102753, 0, 0, 0.7472632, -0.6645282, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_long_1.ymap
prop_palm_med_01b, -985.1829, 834.9052, 171.420486, 0, 0, 0.989016, 0.147809, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_long_1.ymap
prop_palm_sm_01e, -980.027, 810.2722, 176.242325, 0, 0, 0.989016, 0.147809, update\x64\dlcpacks\mpapartment\dlc.rpf\x64\levels\gta5\_hills\cityhills_02\cityhills_02_metadata.rpf\apa_ch2_10_long_1.ymap
